"kodewilayah","provinsi","kabupatenkota","kecamatan"
321501,"Jawa Barat","Kab. Karawang","Karawang Barat"
321502,"Jawa Barat","Kab. Karawang","Pangkalan"
321503,"Jawa Barat","Kab. Karawang","Telukjambe Timur"
321504,"Jawa Barat","Kab. Karawang","Ciampel"
321505,"Jawa Barat","Kab. Karawang","Klari"
321506,"Jawa Barat","Kab. Karawang","Rengasdengklok"
321507,"Jawa Barat","Kab. Karawang","Kutawaluya"
321508,"Jawa Barat","Kab. Karawang","Batujaya"
321509,"Jawa Barat","Kab. Karawang","Tirtajaya"
321510,"Jawa Barat","Kab. Karawang","Pedes"
321511,"Jawa Barat","Kab. Karawang","Cibuaya"
321512,"Jawa Barat","Kab. Karawang","Pakisjaya"
321513,"Jawa Barat","Kab. Karawang","Cikampek"
321514,"Jawa Barat","Kab. Karawang","Jatisari"
321515,"Jawa Barat","Kab. Karawang","Cilamaya Wetan"
321516,"Jawa Barat","Kab. Karawang","Tirtamulya"
321517,"Jawa Barat","Kab. Karawang","Telagasari"
321518,"Jawa Barat","Kab. Karawang","Rawamerta"
321519,"Jawa Barat","Kab. Karawang","Lemahabang"
321520,"Jawa Barat","Kab. Karawang","Tempuran"
321521,"Jawa Barat","Kab. Karawang","Majalaya"
321522,"Jawa Barat","Kab. Karawang","Jayakerta"
321523,"Jawa Barat","Kab. Karawang","Cilamaya Kulon"
321524,"Jawa Barat","Kab. Karawang","Banyusari"
321525,"Jawa Barat","Kab. Karawang","Kota Baru"
321526,"Jawa Barat","Kab. Karawang","Karawang Timur"
321527,"Jawa Barat","Kab. Karawang","Telukjambe Barat"
321528,"Jawa Barat","Kab. Karawang","Tegalwaru"
321529,"Jawa Barat","Kab. Karawang","Purwasari"
321530,"Jawa Barat","Kab. Karawang","Cilebar"
321601,"Jawa Barat","Kab. Bekasi","Tarumajaya"
321602,"Jawa Barat","Kab. Bekasi","Babelan"
321603,"Jawa Barat","Kab. Bekasi","Sukawangi"
321604,"Jawa Barat","Kab. Bekasi","Tambelang"
321605,"Jawa Barat","Kab. Bekasi","Tambun Utara"
321606,"Jawa Barat","Kab. Bekasi","Tambun Selatan"
321607,"Jawa Barat","Kab. Bekasi","Cibitung"
321608,"Jawa Barat","Kab. Bekasi","Cikarang Barat"
321609,"Jawa Barat","Kab. Bekasi","Cikarang Utara"
321610,"Jawa Barat","Kab. Bekasi","Karang Bahagia"
321611,"Jawa Barat","Kab. Bekasi","Cikarang Timur"
321612,"Jawa Barat","Kab. Bekasi","Kedung Waringin"
321613,"Jawa Barat","Kab. Bekasi","Pebayuran"
321614,"Jawa Barat","Kab. Bekasi","Sukakarya"
321615,"Jawa Barat","Kab. Bekasi","Sukatani"
321616,"Jawa Barat","Kab. Bekasi","Cabangbungin"
321617,"Jawa Barat","Kab. Bekasi","Muaragembong"
321618,"Jawa Barat","Kab. Bekasi","Setu"
321619,"Jawa Barat","Kab. Bekasi","Cikarang Selatan"
321620,"Jawa Barat","Kab. Bekasi","Cikarang Pusat"
321621,"Jawa Barat","Kab. Bekasi","Serang Baru"
321622,"Jawa Barat","Kab. Bekasi","Cibarusah"
321623,"Jawa Barat","Kab. Bekasi","Bojongmangu"
321701,"Jawa Barat","Kab. Bandung Barat","Lembang"
321702,"Jawa Barat","Kab. Bandung Barat","Parongpong"
321703,"Jawa Barat","Kab. Bandung Barat","Cisarua"
321704,"Jawa Barat","Kab. Bandung Barat","Cikalongwetan"
321705,"Jawa Barat","Kab. Bandung Barat","Cipeundeuy"
321706,"Jawa Barat","Kab. Bandung Barat","Ngamprah"
321707,"Jawa Barat","Kab. Bandung Barat","Cipatat"
321708,"Jawa Barat","Kab. Bandung Barat","Padalarang"
321709,"Jawa Barat","Kab. Bandung Barat","Batujajar"
321710,"Jawa Barat","Kab. Bandung Barat","Cihampelas"
321711,"Jawa Barat","Kab. Bandung Barat","Cililin"
321712,"Jawa Barat","Kab. Bandung Barat","Cipongkor"
321713,"Jawa Barat","Kab. Bandung Barat","Rongga"
321714,"Jawa Barat","Kab. Bandung Barat","Sindangkerta"
321715,"Jawa Barat","Kab. Bandung Barat","Gununghalu"
321716,"Jawa Barat","Kab. Bandung Barat","Saguling"
327101,"Jawa Barat","Kota Bogor","Bogor Selatan"
327102,"Jawa Barat","Kota Bogor","Bogor Timur"
327103,"Jawa Barat","Kota Bogor","Bogor Tengah"
327104,"Jawa Barat","Kota Bogor","Bogor Barat"
327105,"Jawa Barat","Kota Bogor","Bogor Utara"
327106,"Jawa Barat","Kota Bogor","Tanah Sareal"
327201,"Jawa Barat","Kota Sukabumi","Gunung Puyuh"
327202,"Jawa Barat","Kota Sukabumi","Cikole"
327203,"Jawa Barat","Kota Sukabumi","Citamiang"
327204,"Jawa Barat","Kota Sukabumi","Warudoyong"
327205,"Jawa Barat","Kota Sukabumi","Baros"
327206,"Jawa Barat","Kota Sukabumi","Lembursitu"
327207,"Jawa Barat","Kota Sukabumi","Cibeureum"
327301,"Jawa Barat","Kota Bandung","Sukasari"
327302,"Jawa Barat","Kota Bandung","Coblong"
327303,"Jawa Barat","Kota Bandung","Babakan Ciparay"
327304,"Jawa Barat","Kota Bandung","Bojongloa Kaler"
327305,"Jawa Barat","Kota Bandung","Andir"
327306,"Jawa Barat","Kota Bandung","Cicendo"
327307,"Jawa Barat","Kota Bandung","Sukajadi"
327308,"Jawa Barat","Kota Bandung","Cidadap"
327309,"Jawa Barat","Kota Bandung","Bandung Wetan"
327310,"Jawa Barat","Kota Bandung","Astana Anyar"
327311,"Jawa Barat","Kota Bandung","Regol"
327312,"Jawa Barat","Kota Bandung","Batununggal"
327313,"Jawa Barat","Kota Bandung","Lengkong"
327314,"Jawa Barat","Kota Bandung","Cibeunying Kidul"
327315,"Jawa Barat","Kota Bandung","Bandung Kulon"
327316,"Jawa Barat","Kota Bandung","Kiaracondong"
327317,"Jawa Barat","Kota Bandung","Bojongloa Kidul"
327318,"Jawa Barat","Kota Bandung","Cibeunying Kaler"
327319,"Jawa Barat","Kota Bandung","Sumur Bandung"
327320,"Jawa Barat","Kota Bandung","Antapani"
327321,"Jawa Barat","Kota Bandung","Bandung Kidul"
327322,"Jawa Barat","Kota Bandung","Buahbatu"
327323,"Jawa Barat","Kota Bandung","Rancasari"
327324,"Jawa Barat","Kota Bandung","Arcamanik"
327325,"Jawa Barat","Kota Bandung","Cibiru"
327326,"Jawa Barat","Kota Bandung","Ujung Berung"
327327,"Jawa Barat","Kota Bandung","Gedebage"
327328,"Jawa Barat","Kota Bandung","Panyileukan"
327329,"Jawa Barat","Kota Bandung","Cinambo"
327330,"Jawa Barat","Kota Bandung","Mandalajati"
327401,"Jawa Barat","Kota Cirebon","Kejaksan"
327402,"Jawa Barat","Kota Cirebon","Lemah Wungkuk"
327403,"Jawa Barat","Kota Cirebon","Harjamukti"
327404,"Jawa Barat","Kota Cirebon","Pekalipan"
327405,"Jawa Barat","Kota Cirebon","Kesambi"
327501,"Jawa Barat","Kota Bekasi","Bekasi Timur"
327502,"Jawa Barat","Kota Bekasi","Bekasi Barat"
327503,"Jawa Barat","Kota Bekasi","Bekasi Utara"
327504,"Jawa Barat","Kota Bekasi","Bekasi Selatan"
327505,"Jawa Barat","Kota Bekasi","Rawa Lumbu"
327506,"Jawa Barat","Kota Bekasi","Medan Satria"
327507,"Jawa Barat","Kota Bekasi","Bantar Gebang"
327508,"Jawa Barat","Kota Bekasi","Pondok Gede"
327509,"Jawa Barat","Kota Bekasi","Jatiasih"
327510,"Jawa Barat","Kota Bekasi","Jati Sempurna"
327511,"Jawa Barat","Kota Bekasi","Mustika Jaya"
327512,"Jawa Barat","Kota Bekasi","Pondok Melati"
327601,"Jawa Barat","Kota Depok","Pancoran Mas"
327602,"Jawa Barat","Kota Depok","Cimanggis"
327603,"Jawa Barat","Kota Depok","Sawangan"
327604,"Jawa Barat","Kota Depok","Limo"
327605,"Jawa Barat","Kota Depok","Sukmajaya"
327606,"Jawa Barat","Kota Depok","Beji"
327607,"Jawa Barat","Kota Depok","Cipayung"
327608,"Jawa Barat","Kota Depok","Cilodong"
327609,"Jawa Barat","Kota Depok","Cinere"
327610,"Jawa Barat","Kota Depok","Tapos"
327611,"Jawa Barat","Kota Depok","Bojongsari"
327701,"Jawa Barat","Kota Cimahi","Cimahi Selatan"
327702,"Jawa Barat","Kota Cimahi","Cimahi Tengah"
327703,"Jawa Barat","Kota Cimahi","Cimahi Utara"
327801,"Jawa Barat","Kota Tasikmalaya","Cihideung"
327802,"Jawa Barat","Kota Tasikmalaya","Cipedes"
327803,"Jawa Barat","Kota Tasikmalaya","Tawang"
327804,"Jawa Barat","Kota Tasikmalaya","Indihiang"
327805,"Jawa Barat","Kota Tasikmalaya","Kawalu"
327806,"Jawa Barat","Kota Tasikmalaya","Cibeureum"
327807,"Jawa Barat","Kota Tasikmalaya","Tamansari"
327808,"Jawa Barat","Kota Tasikmalaya","Mangkubumi"
327809,"Jawa Barat","Kota Tasikmalaya","Bungursari"
327810,"Jawa Barat","Kota Tasikmalaya","Purbaratu"
327901,"Jawa Barat","Kota Banjar","Banjar"
327902,"Jawa Barat","Kota Banjar","Pataruman"
327903,"Jawa Barat","Kota Banjar","Purwaharja"
327904,"Jawa Barat","Kota Banjar","Langen Sari"
330101,"Jawa Tengah","Kab. Cilacap","Kedungreja"
330102,"Jawa Tengah","Kab. Cilacap","Kesugihan"
330103,"Jawa Tengah","Kab. Cilacap","Adipala"
330104,"Jawa Tengah","Kab. Cilacap","Binangun"
330105,"Jawa Tengah","Kab. Cilacap","Nusawungu"
330106,"Jawa Tengah","Kab. Cilacap","Kroya"
330107,"Jawa Tengah","Kab. Cilacap","Maos"
330108,"Jawa Tengah","Kab. Cilacap","Jeruklegi"
330109,"Jawa Tengah","Kab. Cilacap","Kawunganten"
330110,"Jawa Tengah","Kab. Cilacap","Gandrungmangu"
330111,"Jawa Tengah","Kab. Cilacap","Sidareja"
330112,"Jawa Tengah","Kab. Cilacap","Karangpucung"
330113,"Jawa Tengah","Kab. Cilacap","Cimanggu"
330114,"Jawa Tengah","Kab. Cilacap","Majenang"
330115,"Jawa Tengah","Kab. Cilacap","Wanareja"
330116,"Jawa Tengah","Kab. Cilacap","Dayeuhluhur"
330117,"Jawa Tengah","Kab. Cilacap","Sampang"
330118,"Jawa Tengah","Kab. Cilacap","Cipari"
330119,"Jawa Tengah","Kab. Cilacap","Patimuan"
330120,"Jawa Tengah","Kab. Cilacap","Bantarsari"
330121,"Jawa Tengah","Kab. Cilacap","Cilacap Selatan"
330122,"Jawa Tengah","Kab. Cilacap","Cilacap Tengah"
330123,"Jawa Tengah","Kab. Cilacap","Cilacap Utara"
330124,"Jawa Tengah","Kab. Cilacap","Kampung Laut"
330201,"Jawa Tengah","Kab. Banyumas","Lumbir"
330202,"Jawa Tengah","Kab. Banyumas","Wangon"
330203,"Jawa Tengah","Kab. Banyumas","Jatilawang"
330204,"Jawa Tengah","Kab. Banyumas","Rawalo"
330205,"Jawa Tengah","Kab. Banyumas","Kebasen"
330206,"Jawa Tengah","Kab. Banyumas","Kemranjen"
330207,"Jawa Tengah","Kab. Banyumas","Sumpiuh"
330208,"Jawa Tengah","Kab. Banyumas","Tambak"
330209,"Jawa Tengah","Kab. Banyumas","Somagede"
330210,"Jawa Tengah","Kab. Banyumas","Kalibagor"
330211,"Jawa Tengah","Kab. Banyumas","Banyumas"
330212,"Jawa Tengah","Kab. Banyumas","Patikraja"
330213,"Jawa Tengah","Kab. Banyumas","Purwojati"
330214,"Jawa Tengah","Kab. Banyumas","Ajibarang"
330215,"Jawa Tengah","Kab. Banyumas","Gumelar"
330216,"Jawa Tengah","Kab. Banyumas","Pekuncen"
330217,"Jawa Tengah","Kab. Banyumas","Cilongok"
330218,"Jawa Tengah","Kab. Banyumas","Karang Lewas"
330219,"Jawa Tengah","Kab. Banyumas","Sokaraja"
330220,"Jawa Tengah","Kab. Banyumas","Kembaran"
330221,"Jawa Tengah","Kab. Banyumas","Sumbang"
330222,"Jawa Tengah","Kab. Banyumas","Baturaden"
330223,"Jawa Tengah","Kab. Banyumas","Kedung Banteng"
330224,"Jawa Tengah","Kab. Banyumas","Purwokerto Selatan"
330225,"Jawa Tengah","Kab. Banyumas","Purwokerto Barat"
330226,"Jawa Tengah","Kab. Banyumas","Purwokerto Timur"
330227,"Jawa Tengah","Kab. Banyumas","Purwokerto Utara"
330301,"Jawa Tengah","Kab. Purbalingga","Kemangkon"
330302,"Jawa Tengah","Kab. Purbalingga","Bukateja"
330303,"Jawa Tengah","Kab. Purbalingga","Kejobong"
330304,"Jawa Tengah","Kab. Purbalingga","Kaligondang"
330305,"Jawa Tengah","Kab. Purbalingga","Purbalingga"
330306,"Jawa Tengah","Kab. Purbalingga","Kalimanah"
330307,"Jawa Tengah","Kab. Purbalingga","Kutasari"
330308,"Jawa Tengah","Kab. Purbalingga","Mrebet"
330309,"Jawa Tengah","Kab. Purbalingga","Bobotsari"
330310,"Jawa Tengah","Kab. Purbalingga","Karangreja"
330311,"Jawa Tengah","Kab. Purbalingga","Karanganyar"
330312,"Jawa Tengah","Kab. Purbalingga","Karangmoncol"
330313,"Jawa Tengah","Kab. Purbalingga","Rembang"
330314,"Jawa Tengah","Kab. Purbalingga","Bojongsari"
330315,"Jawa Tengah","Kab. Purbalingga","Padamara"
330316,"Jawa Tengah","Kab. Purbalingga","Pengadegan"
330317,"Jawa Tengah","Kab. Purbalingga","Karangjambu"
330318,"Jawa Tengah","Kab. Purbalingga","Kertanegara"
330401,"Jawa Tengah","Kab. Banjarnegara","Susukan"
330402,"Jawa Tengah","Kab. Banjarnegara","Purworejo Klampok"
330403,"Jawa Tengah","Kab. Banjarnegara","Mandiraja"
330404,"Jawa Tengah","Kab. Banjarnegara","Purwonegoro"
330405,"Jawa Tengah","Kab. Banjarnegara","Bawang"
330406,"Jawa Tengah","Kab. Banjarnegara","Banjarnegara"
330407,"Jawa Tengah","Kab. Banjarnegara","Sigaluh"
330408,"Jawa Tengah","Kab. Banjarnegara","Madukara"
330409,"Jawa Tengah","Kab. Banjarnegara","Banjarmangu"
330410,"Jawa Tengah","Kab. Banjarnegara","Wanadadi"
330411,"Jawa Tengah","Kab. Banjarnegara","Rakit"
330412,"Jawa Tengah","Kab. Banjarnegara","Punggelan"
330413,"Jawa Tengah","Kab. Banjarnegara","Karangkobar"
330414,"Jawa Tengah","Kab. Banjarnegara","Pagentan"
330415,"Jawa Tengah","Kab. Banjarnegara","Pejawaran"
330416,"Jawa Tengah","Kab. Banjarnegara","Batur"
330417,"Jawa Tengah","Kab. Banjarnegara","Wanayasa"
330418,"Jawa Tengah","Kab. Banjarnegara","Kalibening"
330419,"Jawa Tengah","Kab. Banjarnegara","Pandanarum"
330420,"Jawa Tengah","Kab. Banjarnegara","Pagedongan"
330501,"Jawa Tengah","Kab. Kebumen","Ayah"
330502,"Jawa Tengah","Kab. Kebumen","Buayan"
330503,"Jawa Tengah","Kab. Kebumen","Puring"
330504,"Jawa Tengah","Kab. Kebumen","Petanahan"
330505,"Jawa Tengah","Kab. Kebumen","Klirong"
330506,"Jawa Tengah","Kab. Kebumen","Buluspesantren"
330507,"Jawa Tengah","Kab. Kebumen","Ambal"
330508,"Jawa Tengah","Kab. Kebumen","Mirit"
330509,"Jawa Tengah","Kab. Kebumen","Prembun"
330510,"Jawa Tengah","Kab. Kebumen","Kutowinangun"
330511,"Jawa Tengah","Kab. Kebumen","Alian"
330512,"Jawa Tengah","Kab. Kebumen","Kebumen"
330513,"Jawa Tengah","Kab. Kebumen","Pejagoan"
330514,"Jawa Tengah","Kab. Kebumen","Sruweng"
330515,"Jawa Tengah","Kab. Kebumen","Adimulyo"
330516,"Jawa Tengah","Kab. Kebumen","Kuwarasan"
330517,"Jawa Tengah","Kab. Kebumen","Rowokele"
330518,"Jawa Tengah","Kab. Kebumen","Sempor"
330519,"Jawa Tengah","Kab. Kebumen","Gombong"
330520,"Jawa Tengah","Kab. Kebumen","Karanganyar"
330521,"Jawa Tengah","Kab. Kebumen","Karanggayam"
330522,"Jawa Tengah","Kab. Kebumen","Sadang"
330523,"Jawa Tengah","Kab. Kebumen","Bonorowo"
330524,"Jawa Tengah","Kab. Kebumen","Padureso"
330525,"Jawa Tengah","Kab. Kebumen","Poncowarno"
330526,"Jawa Tengah","Kab. Kebumen","Karangsambung"
330601,"Jawa Tengah","Kab. Purworejo","Grabag"
330602,"Jawa Tengah","Kab. Purworejo","Ngombol"
330603,"Jawa Tengah","Kab. Purworejo","Purwodadi"
330604,"Jawa Tengah","Kab. Purworejo","Bagelen"
330605,"Jawa Tengah","Kab. Purworejo","Kaligesing"
330606,"Jawa Tengah","Kab. Purworejo","Purworejo"
330607,"Jawa Tengah","Kab. Purworejo","Banyu Urip"
330608,"Jawa Tengah","Kab. Purworejo","Bayan"
330609,"Jawa Tengah","Kab. Purworejo","Kutoarjo"
330610,"Jawa Tengah","Kab. Purworejo","Butuh"
330611,"Jawa Tengah","Kab. Purworejo","Pituruh"
330612,"Jawa Tengah","Kab. Purworejo","Kemiri"
330613,"Jawa Tengah","Kab. Purworejo","Bruno"
330614,"Jawa Tengah","Kab. Purworejo","Gebang"
330615,"Jawa Tengah","Kab. Purworejo","Loano"
330616,"Jawa Tengah","Kab. Purworejo","Bener"
330701,"Jawa Tengah","Kab. Wonosobo","Wadaslintang"
330702,"Jawa Tengah","Kab. Wonosobo","Kepil"
330703,"Jawa Tengah","Kab. Wonosobo","Sapuran"
330704,"Jawa Tengah","Kab. Wonosobo","Kaliwiro"
330705,"Jawa Tengah","Kab. Wonosobo","Leksono"
330706,"Jawa Tengah","Kab. Wonosobo","Selomerto"
330707,"Jawa Tengah","Kab. Wonosobo","Kalikajar"
330708,"Jawa Tengah","Kab. Wonosobo","Kertek"
330709,"Jawa Tengah","Kab. Wonosobo","Wonosobo"
330710,"Jawa Tengah","Kab. Wonosobo","Watumalang"
330711,"Jawa Tengah","Kab. Wonosobo","Mojotengah"
330712,"Jawa Tengah","Kab. Wonosobo","Garung"
330713,"Jawa Tengah","Kab. Wonosobo","Kejajar"
330714,"Jawa Tengah","Kab. Wonosobo","Sukoharjo"
330715,"Jawa Tengah","Kab. Wonosobo","Kalibawang"
330801,"Jawa Tengah","Kab. Magelang","Salaman"
330802,"Jawa Tengah","Kab. Magelang","Borobudur"
330803,"Jawa Tengah","Kab. Magelang","Ngluwar"
330804,"Jawa Tengah","Kab. Magelang","Salam"
330805,"Jawa Tengah","Kab. Magelang","Srumbung"
330806,"Jawa Tengah","Kab. Magelang","Dukun"
330807,"Jawa Tengah","Kab. Magelang","Sawangan"
330808,"Jawa Tengah","Kab. Magelang","Muntilan"
330809,"Jawa Tengah","Kab. Magelang","Mungkid"
330810,"Jawa Tengah","Kab. Magelang","Mertoyudan"
330811,"Jawa Tengah","Kab. Magelang","Tempuran"
330812,"Jawa Tengah","Kab. Magelang","Kajoran"
330813,"Jawa Tengah","Kab. Magelang","Kaliangkrik"
330814,"Jawa Tengah","Kab. Magelang","Bandongan"
330815,"Jawa Tengah","Kab. Magelang","Candimulyo"
330816,"Jawa Tengah","Kab. Magelang","Pakis"
330817,"Jawa Tengah","Kab. Magelang","Ngablak"
330818,"Jawa Tengah","Kab. Magelang","Grabag"
330819,"Jawa Tengah","Kab. Magelang","Tegalrejo"
330820,"Jawa Tengah","Kab. Magelang","Secang"
330821,"Jawa Tengah","Kab. Magelang","Windusari"
330901,"Jawa Tengah","Kab. Boyolali","Selo"
330902,"Jawa Tengah","Kab. Boyolali","Ampel"
330903,"Jawa Tengah","Kab. Boyolali","Cepogo"
330904,"Jawa Tengah","Kab. Boyolali","Musuk"
330905,"Jawa Tengah","Kab. Boyolali","Boyolali"
330906,"Jawa Tengah","Kab. Boyolali","Mojosongo"
330907,"Jawa Tengah","Kab. Boyolali","Teras"
330908,"Jawa Tengah","Kab. Boyolali","Sawit"
330909,"Jawa Tengah","Kab. Boyolali","Banyudono"
330910,"Jawa Tengah","Kab. Boyolali","Sambi"
330911,"Jawa Tengah","Kab. Boyolali","Ngemplak"
330912,"Jawa Tengah","Kab. Boyolali","Nogosari"
330913,"Jawa Tengah","Kab. Boyolali","Simo"
330914,"Jawa Tengah","Kab. Boyolali","Karanggede"
330915,"Jawa Tengah","Kab. Boyolali","Klego"
330916,"Jawa Tengah","Kab. Boyolali","Andong"
330917,"Jawa Tengah","Kab. Boyolali","Kemusu"
330918,"Jawa Tengah","Kab. Boyolali","Wonosegoro"
330919,"Jawa Tengah","Kab. Boyolali","Juwangi"
331001,"Jawa Tengah","Kab. Klaten","Prambanan"
331002,"Jawa Tengah","Kab. Klaten","Gantiwarno"
331003,"Jawa Tengah","Kab. Klaten","Wedi"
331004,"Jawa Tengah","Kab. Klaten","Bayat"
331005,"Jawa Tengah","Kab. Klaten","Cawas"
331006,"Jawa Tengah","Kab. Klaten","Trucuk"
331007,"Jawa Tengah","Kab. Klaten","Kebonarum"
331008,"Jawa Tengah","Kab. Klaten","Jogonalan"
331009,"Jawa Tengah","Kab. Klaten","Manisrenggo"
331010,"Jawa Tengah","Kab. Klaten","Karangnongko"
331011,"Jawa Tengah","Kab. Klaten","Ceper"
331012,"Jawa Tengah","Kab. Klaten","Pedan"
331013,"Jawa Tengah","Kab. Klaten","Karangdowo"
331014,"Jawa Tengah","Kab. Klaten","Juwiring"
331015,"Jawa Tengah","Kab. Klaten","Wonosari"
331016,"Jawa Tengah","Kab. Klaten","Delanggu"
331017,"Jawa Tengah","Kab. Klaten","Polanharjo"
331018,"Jawa Tengah","Kab. Klaten","Karanganom"
331019,"Jawa Tengah","Kab. Klaten","Tulung"
331020,"Jawa Tengah","Kab. Klaten","Jatinom"
331021,"Jawa Tengah","Kab. Klaten","Kemalang"
331022,"Jawa Tengah","Kab. Klaten","Ngawen"
331023,"Jawa Tengah","Kab. Klaten","Kalikotes"
331024,"Jawa Tengah","Kab. Klaten","Klaten Utara"
331025,"Jawa Tengah","Kab. Klaten","Klaten Tengah"
331026,"Jawa Tengah","Kab. Klaten","Klaten Selatan"
331101,"Jawa Tengah","Kab. Sukoharjo","Weru"
331102,"Jawa Tengah","Kab. Sukoharjo","Bulu"
331103,"Jawa Tengah","Kab. Sukoharjo","Tawangsari"
331104,"Jawa Tengah","Kab. Sukoharjo","Sukoharjo"
331105,"Jawa Tengah","Kab. Sukoharjo","Nguter"
331106,"Jawa Tengah","Kab. Sukoharjo","Bendosari"
331107,"Jawa Tengah","Kab. Sukoharjo","Polokarto"
331108,"Jawa Tengah","Kab. Sukoharjo","Mojolaban"
331109,"Jawa Tengah","Kab. Sukoharjo","Grogol"
331110,"Jawa Tengah","Kab. Sukoharjo","Baki"
331111,"Jawa Tengah","Kab. Sukoharjo","Gatak"
331112,"Jawa Tengah","Kab. Sukoharjo","Kartasura"
331201,"Jawa Tengah","Kab. Wonogiri","Pracimantoro"
331202,"Jawa Tengah","Kab. Wonogiri","Giritontro"
331203,"Jawa Tengah","Kab. Wonogiri","Giriwoyo"
331204,"Jawa Tengah","Kab. Wonogiri","Batuwarno"
331205,"Jawa Tengah","Kab. Wonogiri","Tirtomoyo"
331206,"Jawa Tengah","Kab. Wonogiri","Nguntoronadi"
331207,"Jawa Tengah","Kab. Wonogiri","Baturetno"
331208,"Jawa Tengah","Kab. Wonogiri","Eromoko"
331209,"Jawa Tengah","Kab. Wonogiri","Wuryantoro"
331210,"Jawa Tengah","Kab. Wonogiri","Manyaran"
331211,"Jawa Tengah","Kab. Wonogiri","Selogiri"
331212,"Jawa Tengah","Kab. Wonogiri","Wonogiri"
331213,"Jawa Tengah","Kab. Wonogiri","Ngadirojo"
331214,"Jawa Tengah","Kab. Wonogiri","Sidoarjo"
331215,"Jawa Tengah","Kab. Wonogiri","Jatiroto"
331216,"Jawa Tengah","Kab. Wonogiri","Kismantoro"
331217,"Jawa Tengah","Kab. Wonogiri","Purwantoro"
331218,"Jawa Tengah","Kab. Wonogiri","Bulukerto"
331219,"Jawa Tengah","Kab. Wonogiri","Slogohimo"
331220,"Jawa Tengah","Kab. Wonogiri","Jatisrono"
331221,"Jawa Tengah","Kab. Wonogiri","Jatipurno"
331222,"Jawa Tengah","Kab. Wonogiri","Girimarto"
331223,"Jawa Tengah","Kab. Wonogiri","Karangtengah"
331224,"Jawa Tengah","Kab. Wonogiri","Paranggupito"
331225,"Jawa Tengah","Kab. Wonogiri","Puhpelem"
331301,"Jawa Tengah","Kab. Karanganyar","Jatipuro"
331302,"Jawa Tengah","Kab. Karanganyar","Jatiyoso"
331303,"Jawa Tengah","Kab. Karanganyar","Jumapolo"
331304,"Jawa Tengah","Kab. Karanganyar","Jumantono"
331305,"Jawa Tengah","Kab. Karanganyar","Matesih"
331306,"Jawa Tengah","Kab. Karanganyar","Tawangmangu"
331307,"Jawa Tengah","Kab. Karanganyar","Ngargoyoso"
331308,"Jawa Tengah","Kab. Karanganyar","Karangpandan"
331309,"Jawa Tengah","Kab. Karanganyar","Karanganyar"
331310,"Jawa Tengah","Kab. Karanganyar","Tasikmadu"
331311,"Jawa Tengah","Kab. Karanganyar","Jaten"
331312,"Jawa Tengah","Kab. Karanganyar","Colomadu"
331313,"Jawa Tengah","Kab. Karanganyar","Gondangrejo"
331314,"Jawa Tengah","Kab. Karanganyar","Kebakkramat"
331315,"Jawa Tengah","Kab. Karanganyar","Mojogedang"
331316,"Jawa Tengah","Kab. Karanganyar","Kerjo"
331317,"Jawa Tengah","Kab. Karanganyar","Jenawi"
331401,"Jawa Tengah","Kab. Sragen","Kalijambe"
331402,"Jawa Tengah","Kab. Sragen","Plupuh"
331403,"Jawa Tengah","Kab. Sragen","Masaran"
331404,"Jawa Tengah","Kab. Sragen","Kedawung"
331405,"Jawa Tengah","Kab. Sragen","Sambirejo"
331406,"Jawa Tengah","Kab. Sragen","Gondang"
331407,"Jawa Tengah","Kab. Sragen","Sambungmacan"
331408,"Jawa Tengah","Kab. Sragen","Ngrampal"
331409,"Jawa Tengah","Kab. Sragen","Karangmalang"
331410,"Jawa Tengah","Kab. Sragen","Sragen"
331411,"Jawa Tengah","Kab. Sragen","Sidoharjo"
331412,"Jawa Tengah","Kab. Sragen","Tanon"
331413,"Jawa Tengah","Kab. Sragen","Gemolong"
331414,"Jawa Tengah","Kab. Sragen","Miri"
331415,"Jawa Tengah","Kab. Sragen","Sumberlawang"
331416,"Jawa Tengah","Kab. Sragen","Mondokan"
331417,"Jawa Tengah","Kab. Sragen","Sukodono"
331418,"Jawa Tengah","Kab. Sragen","Gesi"
331419,"Jawa Tengah","Kab. Sragen","Tangen"
331420,"Jawa Tengah","Kab. Sragen","Jenar"
331501,"Jawa Tengah","Kab. Grobogan","Kedungjati"
331502,"Jawa Tengah","Kab. Grobogan","Karangrayung"
331503,"Jawa Tengah","Kab. Grobogan","Penawangan"
331504,"Jawa Tengah","Kab. Grobogan","Toroh"
331505,"Jawa Tengah","Kab. Grobogan","Geyer"
331506,"Jawa Tengah","Kab. Grobogan","Pulokulon"
331507,"Jawa Tengah","Kab. Grobogan","Kradenan"
331508,"Jawa Tengah","Kab. Grobogan","Gabus"
331509,"Jawa Tengah","Kab. Grobogan","Ngaringan"
331510,"Jawa Tengah","Kab. Grobogan","Wirosari"
331511,"Jawa Tengah","Kab. Grobogan","Tawangharjo"
331512,"Jawa Tengah","Kab. Grobogan","Grobogan"
331513,"Jawa Tengah","Kab. Grobogan","Purwodadi"
331514,"Jawa Tengah","Kab. Grobogan","Brati"
331515,"Jawa Tengah","Kab. Grobogan","Klambu"
331516,"Jawa Tengah","Kab. Grobogan","Godong"
331517,"Jawa Tengah","Kab. Grobogan","Gubug"
331518,"Jawa Tengah","Kab. Grobogan","Tegowanu"
